# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'instructions:u'
# Event count (approx.): 14546000000
#
# Overhead  Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  IPC   [IPC Coverage]
# ........  ......................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.15%  [.] L_not_one_loopgas_1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.15%  [.] hven::solvers::NonLinearProgram::assemble_impl(hven::solvers::CandidatePoint const&, hven::solvers::EvalRequest, hven::solvers::KktScatterView, hven::solvers::RhsScatterView)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.15%  [.] hven::solvers::detail::restate_claim_stream(hven::solvers::detail::RawClaimLayout const&, hven::solvers::detail::ClaimDomainCounts const&, hven::solvers::detail::ClaimArena&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.15%  [.] hven::solvers::test_support::F7CollocationChain::eval_f(Eigen::Matrix<double, -1, 1, 0, -1, 1> const&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.15%  [.] mkl_pds_lp64_metis_fm_2wayedgerefine                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.15%  [.] mkl_pds_lp64_sagg_compress_2x2_blocks                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.15%  [.] void hven::feed_pattern<double, 1, int>(hven::Fnv1a&, Eigen::SparseMatrix<double, 1, int> const&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.14%  [.] hven::solvers::(anonymous namespace)::append_vector(std::vector<std::byte, std::allocator<std::byte> >&, Eigen::Matrix<double, -1, 1, 0, -1, 1> const&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.14%  [.] hven::solvers::InteriorPointSolver::apply_bound_dual_step(double, hven::solvers::KKTVector&, double, bool)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.14%  [.] hven::solvers::test_support::F7CollocationChain::eval_grad(Eigen::Matrix<double, -1, 1, 0, -1, 1> const&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.12%  [.] hven::solvers::InteriorPointSolver::dual_infeasibility_inf(Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1> const, 0, Eigen::InnerStride<1> > const&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.12%  [.] hven::solvers::test_support::F7CollocationChain::eval_ce(Eigen::Matrix<double, -1, 1, 0, -1, 1> const&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.12%  [.] mkl_pds_lp64_metis_pqueueinit                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.12%  [.] mkl_serv_cpuisitbarcelona                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.12%  [k] 0xffffffff8abaeb5b                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.11%  [.] __sin_fma                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.11%  [.] hven::solvers::NlpProblemModel::build_jacobian_pattern()::$_0::operator()(std::vector<Eigen::Triplet<double, int>, std::allocator<Eigen::Triplet<double, int> > >&, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&, std::vector<hven::solvers::NlpProblemModel::JacTarget, std::allocator<hven::solvers::NlpProblemModel::JacTarget> >&, int, int, double) const                                                                                                                                                                                                                                                                                                                                          -      -            
     0.11%  [.] hven::solvers::NonLinearProgram::get_mat_space()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.11%  [.] mkl_blas_def_xdscal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.11%  [.] mkl_blas_idamax                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.11%  [.] mkl_blas_lp64_dscal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.11%  [.] mkl_blas_xdger                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.11%  [.] mkl_pds_lp64_invs_perm_mod_pardiso.extracted.35                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.11%  [.] mkl_pds_lp64_psol_fwgath_pardiso_mic                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.11%  [.] mkl_serv_mem_prim_move                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.11%  [.] time@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.10%  [.] hven::solvers::InteriorPointSolver::install_primal_diags_with_sigma(Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1> const, 0, Eigen::InnerStride<1> > const&, double)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.10%  [.] hven::solvers::NlpProblemModel::build_jacobian_pattern()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.10%  [.] hven::solvers::NonLinearProgram::configure_variable_treatment(hven::solvers::FixedVariableTreatments, double)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.10%  [.] mkl_blas_def_xdgemv                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.10%  [.] mkl_blas_lp64_dger                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.10%  [.] mkl_pds_lp64_metis_compressgraph                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.10%  [.] mkl_pds_lp64_metis_fm_2waynoderefine                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.10%  [.] mkl_pds_lp64_metis_genmmd                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.10%  [.] mkl_pds_lp64_metis_growbisection                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.10%  [.] mkl_pds_lp64_metis_idxamax                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.10%  [.] mkl_pds_lp64_metis_pqueuegetmax                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.10%  [.] mkl_pds_lp64_sagg_bitvec_is_set                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.10%  [.] void hven::utils::parallel_blocks<hven::solvers::NonLinearProgram::fill_solver_coeffs(Eigen::SparseMatrix<double, 1, int>&)::{lambda(int, int)#1}&>(int, hven::solvers::NonLinearProgram::fill_solver_coeffs(Eigen::SparseMatrix<double, 1, int>&)::{lambda(int, int)#1}&, int)                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.08%  [.] hven::solvers::test_support::F7CollocationChain::eval_jac_i(Eigen::Matrix<double, -1, 1, 0, -1, 1> const&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.08%  [.] mkl_blas_dger                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.08%  [.] mkl_pds_lp64_fnpmod_pardiso                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.08%  [.] mkl_pds_lp64_kgiqsort_pardiso                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.08%  [.] mkl_pds_lp64_metis_idxset                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.08%  [.] mkl_serv_cpuisbulldozer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.07%  [.] hven::solvers::NLPConstraintPiece::get_kkt_space(Eigen::Ref<Eigen::Matrix<int, -1, 1, 0, -1, 1>, 0, Eigen::InnerStride<1> >, Eigen::Ref<Eigen::Matrix<int, -1, 1, 0, -1, 1>, 0, Eigen::InnerStride<1> >, int&, int, bool, bool, hven::solvers::SolverIndexingData&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.07%  [.] log@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.07%  [.] mkl_blas_def_dgemm_mscale                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.07%  [.] mkl_blas_def_xdsyr_kernel_l                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.07%  [.] mkl_blas_xdscal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  [.] mkl_pds_lp64_fndspa_pardiso                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.07%  [.] mkl_pds_lp64_gms2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.07%  [.] mkl_pds_lp64_metis_pqueueinsert                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  [.] mkl_pds_lp64_metis_project2waynodepartition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.07%  [.] mkl_pds_lp64_up_calc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.07%  [.] mkl_serv_memcpy_unbounded_s                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.05%  [.] hven::linear::SymmetricFactor::analyze(Eigen::SparseMatrix<double, 1, int> const&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.05%  [.] hven::solvers::NlpProblemModel::compose_into(Eigen::Matrix<double, -1, 1, 0, -1, 1>&, Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1> const, 0, Eigen::InnerStride<1> > const&, Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1> const, 0, Eigen::InnerStride<1> > const&, char const*) const                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.05%  [.] hven::solvers::NlpProblemModel::eval_hess_in_place(Eigen::Matrix<double, -1, 1, 0, -1, 1> const&, double, Eigen::Matrix<double, -1, 1, 0, -1, 1> const&, Eigen::Matrix<double, -1, 1, 0, -1, 1> const&, Eigen::SparseMatrix<double, 1, int>&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.05%  [.] hven::solvers::NlpProblemModel::read_structures()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.05%  [.] hven::solvers::crossover::ModelAsNlpProblem::build_structures()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
